# ZDC_Crystal
Gx0 	-962.4
Gy0 	0.
Gz0 	37000.
Grot_x 	0.
Grot_y 	-0.025
Grot_z 	0.
#Tower ID <-> Layer ID
iT_iL 0	1
#Tower 	iLayer 	iX 	iY 	x_cnt 	y_cnt 	z_cnt 	size_x 	size_y 	size_z
Tower 0	0	0	-285	-285	36.89	30	30	70
Tower 0	0	1	-285	-255	36.89	30	30	70
Tower 0	0	2	-285	-225	36.89	30	30	70
Tower 0	0	3	-285	-195	36.89	30	30	70
Tower 0	0	4	-285	-165	36.89	30	30	70
Tower 0	0	5	-285	-135	36.89	30	30	70
Tower 0	0	6	-285	-105	36.89	30	30	70
Tower 0	0	7	-285	-75	36.89	30	30	70
Tower 0	0	8	-285	-45	36.89	30	30	70
Tower 0	0	9	-285	-15	36.89	30	30	70
Tower 0	0	10	-285	15	36.89	30	30	70
Tower 0	0	11	-285	45	36.89	30	30	70
Tower 0	0	12	-285	75	36.89	30	30	70
Tower 0	0	13	-285	105	36.89	30	30	70
Tower 0	0	14	-285	135	36.89	30	30	70
Tower 0	0	15	-285	165	36.89	30	30	70
Tower 0	0	16	-285	195	36.89	30	30	70
Tower 0	0	17	-285	225	36.89	30	30	70
Tower 0	0	18	-285	255	36.89	30	30	70
Tower 0	0	19	-285	285	36.89	30	30	70
Tower 0	1	0	-255	-285	36.89	30	30	70
Tower 0	1	1	-255	-255	36.89	30	30	70
Tower 0	1	2	-255	-225	36.89	30	30	70
Tower 0	1	3	-255	-195	36.89	30	30	70
Tower 0	1	4	-255	-165	36.89	30	30	70
Tower 0	1	5	-255	-135	36.89	30	30	70
Tower 0	1	6	-255	-105	36.89	30	30	70
Tower 0	1	7	-255	-75	36.89	30	30	70
Tower 0	1	8	-255	-45	36.89	30	30	70
Tower 0	1	9	-255	-15	36.89	30	30	70
Tower 0	1	10	-255	15	36.89	30	30	70
Tower 0	1	11	-255	45	36.89	30	30	70
Tower 0	1	12	-255	75	36.89	30	30	70
Tower 0	1	13	-255	105	36.89	30	30	70
Tower 0	1	14	-255	135	36.89	30	30	70
Tower 0	1	15	-255	165	36.89	30	30	70
Tower 0	1	16	-255	195	36.89	30	30	70
Tower 0	1	17	-255	225	36.89	30	30	70
Tower 0	1	18	-255	255	36.89	30	30	70
Tower 0	1	19	-255	285	36.89	30	30	70
Tower 0	2	0	-225	-285	36.89	30	30	70
Tower 0	2	1	-225	-255	36.89	30	30	70
Tower 0	2	2	-225	-225	36.89	30	30	70
Tower 0	2	3	-225	-195	36.89	30	30	70
Tower 0	2	4	-225	-165	36.89	30	30	70
Tower 0	2	5	-225	-135	36.89	30	30	70
Tower 0	2	6	-225	-105	36.89	30	30	70
Tower 0	2	7	-225	-75	36.89	30	30	70
Tower 0	2	8	-225	-45	36.89	30	30	70
Tower 0	2	9	-225	-15	36.89	30	30	70
Tower 0	2	10	-225	15	36.89	30	30	70
Tower 0	2	11	-225	45	36.89	30	30	70
Tower 0	2	12	-225	75	36.89	30	30	70
Tower 0	2	13	-225	105	36.89	30	30	70
Tower 0	2	14	-225	135	36.89	30	30	70
Tower 0	2	15	-225	165	36.89	30	30	70
Tower 0	2	16	-225	195	36.89	30	30	70
Tower 0	2	17	-225	225	36.89	30	30	70
Tower 0	2	18	-225	255	36.89	30	30	70
Tower 0	2	19	-225	285	36.89	30	30	70
Tower 0	3	0	-195	-285	36.89	30	30	70
Tower 0	3	1	-195	-255	36.89	30	30	70
Tower 0	3	2	-195	-225	36.89	30	30	70
Tower 0	3	3	-195	-195	36.89	30	30	70
Tower 0	3	4	-195	-165	36.89	30	30	70
Tower 0	3	5	-195	-135	36.89	30	30	70
Tower 0	3	6	-195	-105	36.89	30	30	70
Tower 0	3	7	-195	-75	36.89	30	30	70
Tower 0	3	8	-195	-45	36.89	30	30	70
Tower 0	3	9	-195	-15	36.89	30	30	70
Tower 0	3	10	-195	15	36.89	30	30	70
Tower 0	3	11	-195	45	36.89	30	30	70
Tower 0	3	12	-195	75	36.89	30	30	70
Tower 0	3	13	-195	105	36.89	30	30	70
Tower 0	3	14	-195	135	36.89	30	30	70
Tower 0	3	15	-195	165	36.89	30	30	70
Tower 0	3	16	-195	195	36.89	30	30	70
Tower 0	3	17	-195	225	36.89	30	30	70
Tower 0	3	18	-195	255	36.89	30	30	70
Tower 0	3	19	-195	285	36.89	30	30	70
Tower 0	4	0	-165	-285	36.89	30	30	70
Tower 0	4	1	-165	-255	36.89	30	30	70
Tower 0	4	2	-165	-225	36.89	30	30	70
Tower 0	4	3	-165	-195	36.89	30	30	70
Tower 0	4	4	-165	-165	36.89	30	30	70
Tower 0	4	5	-165	-135	36.89	30	30	70
Tower 0	4	6	-165	-105	36.89	30	30	70
Tower 0	4	7	-165	-75	36.89	30	30	70
Tower 0	4	8	-165	-45	36.89	30	30	70
Tower 0	4	9	-165	-15	36.89	30	30	70
Tower 0	4	10	-165	15	36.89	30	30	70
Tower 0	4	11	-165	45	36.89	30	30	70
Tower 0	4	12	-165	75	36.89	30	30	70
Tower 0	4	13	-165	105	36.89	30	30	70
Tower 0	4	14	-165	135	36.89	30	30	70
Tower 0	4	15	-165	165	36.89	30	30	70
Tower 0	4	16	-165	195	36.89	30	30	70
Tower 0	4	17	-165	225	36.89	30	30	70
Tower 0	4	18	-165	255	36.89	30	30	70
Tower 0	4	19	-165	285	36.89	30	30	70
Tower 0	5	0	-135	-285	36.89	30	30	70
Tower 0	5	1	-135	-255	36.89	30	30	70
Tower 0	5	2	-135	-225	36.89	30	30	70
Tower 0	5	3	-135	-195	36.89	30	30	70
Tower 0	5	4	-135	-165	36.89	30	30	70
Tower 0	5	5	-135	-135	36.89	30	30	70
Tower 0	5	6	-135	-105	36.89	30	30	70
Tower 0	5	7	-135	-75	36.89	30	30	70
Tower 0	5	8	-135	-45	36.89	30	30	70
Tower 0	5	9	-135	-15	36.89	30	30	70
Tower 0	5	10	-135	15	36.89	30	30	70
Tower 0	5	11	-135	45	36.89	30	30	70
Tower 0	5	12	-135	75	36.89	30	30	70
Tower 0	5	13	-135	105	36.89	30	30	70
Tower 0	5	14	-135	135	36.89	30	30	70
Tower 0	5	15	-135	165	36.89	30	30	70
Tower 0	5	16	-135	195	36.89	30	30	70
Tower 0	5	17	-135	225	36.89	30	30	70
Tower 0	5	18	-135	255	36.89	30	30	70
Tower 0	5	19	-135	285	36.89	30	30	70
Tower 0	6	0	-105	-285	36.89	30	30	70
Tower 0	6	1	-105	-255	36.89	30	30	70
Tower 0	6	2	-105	-225	36.89	30	30	70
Tower 0	6	3	-105	-195	36.89	30	30	70
Tower 0	6	4	-105	-165	36.89	30	30	70
Tower 0	6	5	-105	-135	36.89	30	30	70
Tower 0	6	6	-105	-105	36.89	30	30	70
Tower 0	6	7	-105	-75	36.89	30	30	70
Tower 0	6	8	-105	-45	36.89	30	30	70
Tower 0	6	9	-105	-15	36.89	30	30	70
Tower 0	6	10	-105	15	36.89	30	30	70
Tower 0	6	11	-105	45	36.89	30	30	70
Tower 0	6	12	-105	75	36.89	30	30	70
Tower 0	6	13	-105	105	36.89	30	30	70
Tower 0	6	14	-105	135	36.89	30	30	70
Tower 0	6	15	-105	165	36.89	30	30	70
Tower 0	6	16	-105	195	36.89	30	30	70
Tower 0	6	17	-105	225	36.89	30	30	70
Tower 0	6	18	-105	255	36.89	30	30	70
Tower 0	6	19	-105	285	36.89	30	30	70
Tower 0	7	0	-75	-285	36.89	30	30	70
Tower 0	7	1	-75	-255	36.89	30	30	70
Tower 0	7	2	-75	-225	36.89	30	30	70
Tower 0	7	3	-75	-195	36.89	30	30	70
Tower 0	7	4	-75	-165	36.89	30	30	70
Tower 0	7	5	-75	-135	36.89	30	30	70
Tower 0	7	6	-75	-105	36.89	30	30	70
Tower 0	7	7	-75	-75	36.89	30	30	70
Tower 0	7	8	-75	-45	36.89	30	30	70
Tower 0	7	9	-75	-15	36.89	30	30	70
Tower 0	7	10	-75	15	36.89	30	30	70
Tower 0	7	11	-75	45	36.89	30	30	70
Tower 0	7	12	-75	75	36.89	30	30	70
Tower 0	7	13	-75	105	36.89	30	30	70
Tower 0	7	14	-75	135	36.89	30	30	70
Tower 0	7	15	-75	165	36.89	30	30	70
Tower 0	7	16	-75	195	36.89	30	30	70
Tower 0	7	17	-75	225	36.89	30	30	70
Tower 0	7	18	-75	255	36.89	30	30	70
Tower 0	7	19	-75	285	36.89	30	30	70
Tower 0	8	0	-45	-285	36.89	30	30	70
Tower 0	8	1	-45	-255	36.89	30	30	70
Tower 0	8	2	-45	-225	36.89	30	30	70
Tower 0	8	3	-45	-195	36.89	30	30	70
Tower 0	8	4	-45	-165	36.89	30	30	70
Tower 0	8	5	-45	-135	36.89	30	30	70
Tower 0	8	6	-45	-105	36.89	30	30	70
Tower 0	8	7	-45	-75	36.89	30	30	70
Tower 0	8	8	-45	-45	36.89	30	30	70
Tower 0	8	9	-45	-15	36.89	30	30	70
Tower 0	8	10	-45	15	36.89	30	30	70
Tower 0	8	11	-45	45	36.89	30	30	70
Tower 0	8	12	-45	75	36.89	30	30	70
Tower 0	8	13	-45	105	36.89	30	30	70
Tower 0	8	14	-45	135	36.89	30	30	70
Tower 0	8	15	-45	165	36.89	30	30	70
Tower 0	8	16	-45	195	36.89	30	30	70
Tower 0	8	17	-45	225	36.89	30	30	70
Tower 0	8	18	-45	255	36.89	30	30	70
Tower 0	8	19	-45	285	36.89	30	30	70
Tower 0	9	0	-15	-285	36.89	30	30	70
Tower 0	9	1	-15	-255	36.89	30	30	70
Tower 0	9	2	-15	-225	36.89	30	30	70
Tower 0	9	3	-15	-195	36.89	30	30	70
Tower 0	9	4	-15	-165	36.89	30	30	70
Tower 0	9	5	-15	-135	36.89	30	30	70
Tower 0	9	6	-15	-105	36.89	30	30	70
Tower 0	9	7	-15	-75	36.89	30	30	70
Tower 0	9	8	-15	-45	36.89	30	30	70
Tower 0	9	9	-15	-15	36.89	30	30	70
Tower 0	9	10	-15	15	36.89	30	30	70
Tower 0	9	11	-15	45	36.89	30	30	70
Tower 0	9	12	-15	75	36.89	30	30	70
Tower 0	9	13	-15	105	36.89	30	30	70
Tower 0	9	14	-15	135	36.89	30	30	70
Tower 0	9	15	-15	165	36.89	30	30	70
Tower 0	9	16	-15	195	36.89	30	30	70
Tower 0	9	17	-15	225	36.89	30	30	70
Tower 0	9	18	-15	255	36.89	30	30	70
Tower 0	9	19	-15	285	36.89	30	30	70
Tower 0	10	0	15	-285	36.89	30	30	70
Tower 0	10	1	15	-255	36.89	30	30	70
Tower 0	10	2	15	-225	36.89	30	30	70
Tower 0	10	3	15	-195	36.89	30	30	70
Tower 0	10	4	15	-165	36.89	30	30	70
Tower 0	10	5	15	-135	36.89	30	30	70
Tower 0	10	6	15	-105	36.89	30	30	70
Tower 0	10	7	15	-75	36.89	30	30	70
Tower 0	10	8	15	-45	36.89	30	30	70
Tower 0	10	9	15	-15	36.89	30	30	70
Tower 0	10	10	15	15	36.89	30	30	70
Tower 0	10	11	15	45	36.89	30	30	70
Tower 0	10	12	15	75	36.89	30	30	70
Tower 0	10	13	15	105	36.89	30	30	70
Tower 0	10	14	15	135	36.89	30	30	70
Tower 0	10	15	15	165	36.89	30	30	70
Tower 0	10	16	15	195	36.89	30	30	70
Tower 0	10	17	15	225	36.89	30	30	70
Tower 0	10	18	15	255	36.89	30	30	70
Tower 0	10	19	15	285	36.89	30	30	70
Tower 0	11	0	45	-285	36.89	30	30	70
Tower 0	11	1	45	-255	36.89	30	30	70
Tower 0	11	2	45	-225	36.89	30	30	70
Tower 0	11	3	45	-195	36.89	30	30	70
Tower 0	11	4	45	-165	36.89	30	30	70
Tower 0	11	5	45	-135	36.89	30	30	70
Tower 0	11	6	45	-105	36.89	30	30	70
Tower 0	11	7	45	-75	36.89	30	30	70
Tower 0	11	8	45	-45	36.89	30	30	70
Tower 0	11	9	45	-15	36.89	30	30	70
Tower 0	11	10	45	15	36.89	30	30	70
Tower 0	11	11	45	45	36.89	30	30	70
Tower 0	11	12	45	75	36.89	30	30	70
Tower 0	11	13	45	105	36.89	30	30	70
Tower 0	11	14	45	135	36.89	30	30	70
Tower 0	11	15	45	165	36.89	30	30	70
Tower 0	11	16	45	195	36.89	30	30	70
Tower 0	11	17	45	225	36.89	30	30	70
Tower 0	11	18	45	255	36.89	30	30	70
Tower 0	11	19	45	285	36.89	30	30	70
Tower 0	12	0	75	-285	36.89	30	30	70
Tower 0	12	1	75	-255	36.89	30	30	70
Tower 0	12	2	75	-225	36.89	30	30	70
Tower 0	12	3	75	-195	36.89	30	30	70
Tower 0	12	4	75	-165	36.89	30	30	70
Tower 0	12	5	75	-135	36.89	30	30	70
Tower 0	12	6	75	-105	36.89	30	30	70
Tower 0	12	7	75	-75	36.89	30	30	70
Tower 0	12	8	75	-45	36.89	30	30	70
Tower 0	12	9	75	-15	36.89	30	30	70
Tower 0	12	10	75	15	36.89	30	30	70
Tower 0	12	11	75	45	36.89	30	30	70
Tower 0	12	12	75	75	36.89	30	30	70
Tower 0	12	13	75	105	36.89	30	30	70
Tower 0	12	14	75	135	36.89	30	30	70
Tower 0	12	15	75	165	36.89	30	30	70
Tower 0	12	16	75	195	36.89	30	30	70
Tower 0	12	17	75	225	36.89	30	30	70
Tower 0	12	18	75	255	36.89	30	30	70
Tower 0	12	19	75	285	36.89	30	30	70
Tower 0	13	0	105	-285	36.89	30	30	70
Tower 0	13	1	105	-255	36.89	30	30	70
Tower 0	13	2	105	-225	36.89	30	30	70
Tower 0	13	3	105	-195	36.89	30	30	70
Tower 0	13	4	105	-165	36.89	30	30	70
Tower 0	13	5	105	-135	36.89	30	30	70
Tower 0	13	6	105	-105	36.89	30	30	70
Tower 0	13	7	105	-75	36.89	30	30	70
Tower 0	13	8	105	-45	36.89	30	30	70
Tower 0	13	9	105	-15	36.89	30	30	70
Tower 0	13	10	105	15	36.89	30	30	70
Tower 0	13	11	105	45	36.89	30	30	70
Tower 0	13	12	105	75	36.89	30	30	70
Tower 0	13	13	105	105	36.89	30	30	70
Tower 0	13	14	105	135	36.89	30	30	70
Tower 0	13	15	105	165	36.89	30	30	70
Tower 0	13	16	105	195	36.89	30	30	70
Tower 0	13	17	105	225	36.89	30	30	70
Tower 0	13	18	105	255	36.89	30	30	70
Tower 0	13	19	105	285	36.89	30	30	70
Tower 0	14	0	135	-285	36.89	30	30	70
Tower 0	14	1	135	-255	36.89	30	30	70
Tower 0	14	2	135	-225	36.89	30	30	70
Tower 0	14	3	135	-195	36.89	30	30	70
Tower 0	14	4	135	-165	36.89	30	30	70
Tower 0	14	5	135	-135	36.89	30	30	70
Tower 0	14	6	135	-105	36.89	30	30	70
Tower 0	14	7	135	-75	36.89	30	30	70
Tower 0	14	8	135	-45	36.89	30	30	70
Tower 0	14	9	135	-15	36.89	30	30	70
Tower 0	14	10	135	15	36.89	30	30	70
Tower 0	14	11	135	45	36.89	30	30	70
Tower 0	14	12	135	75	36.89	30	30	70
Tower 0	14	13	135	105	36.89	30	30	70
Tower 0	14	14	135	135	36.89	30	30	70
Tower 0	14	15	135	165	36.89	30	30	70
Tower 0	14	16	135	195	36.89	30	30	70
Tower 0	14	17	135	225	36.89	30	30	70
Tower 0	14	18	135	255	36.89	30	30	70
Tower 0	14	19	135	285	36.89	30	30	70
Tower 0	15	0	165	-285	36.89	30	30	70
Tower 0	15	1	165	-255	36.89	30	30	70
Tower 0	15	2	165	-225	36.89	30	30	70
Tower 0	15	3	165	-195	36.89	30	30	70
Tower 0	15	4	165	-165	36.89	30	30	70
Tower 0	15	5	165	-135	36.89	30	30	70
Tower 0	15	6	165	-105	36.89	30	30	70
Tower 0	15	7	165	-75	36.89	30	30	70
Tower 0	15	8	165	-45	36.89	30	30	70
Tower 0	15	9	165	-15	36.89	30	30	70
Tower 0	15	10	165	15	36.89	30	30	70
Tower 0	15	11	165	45	36.89	30	30	70
Tower 0	15	12	165	75	36.89	30	30	70
Tower 0	15	13	165	105	36.89	30	30	70
Tower 0	15	14	165	135	36.89	30	30	70
Tower 0	15	15	165	165	36.89	30	30	70
Tower 0	15	16	165	195	36.89	30	30	70
Tower 0	15	17	165	225	36.89	30	30	70
Tower 0	15	18	165	255	36.89	30	30	70
Tower 0	15	19	165	285	36.89	30	30	70
Tower 0	16	0	195	-285	36.89	30	30	70
Tower 0	16	1	195	-255	36.89	30	30	70
Tower 0	16	2	195	-225	36.89	30	30	70
Tower 0	16	3	195	-195	36.89	30	30	70
Tower 0	16	4	195	-165	36.89	30	30	70
Tower 0	16	5	195	-135	36.89	30	30	70
Tower 0	16	6	195	-105	36.89	30	30	70
Tower 0	16	7	195	-75	36.89	30	30	70
Tower 0	16	8	195	-45	36.89	30	30	70
Tower 0	16	9	195	-15	36.89	30	30	70
Tower 0	16	10	195	15	36.89	30	30	70
Tower 0	16	11	195	45	36.89	30	30	70
Tower 0	16	12	195	75	36.89	30	30	70
Tower 0	16	13	195	105	36.89	30	30	70
Tower 0	16	14	195	135	36.89	30	30	70
Tower 0	16	15	195	165	36.89	30	30	70
Tower 0	16	16	195	195	36.89	30	30	70
Tower 0	16	17	195	225	36.89	30	30	70
Tower 0	16	18	195	255	36.89	30	30	70
Tower 0	16	19	195	285	36.89	30	30	70
Tower 0	17	0	225	-285	36.89	30	30	70
Tower 0	17	1	225	-255	36.89	30	30	70
Tower 0	17	2	225	-225	36.89	30	30	70
Tower 0	17	3	225	-195	36.89	30	30	70
Tower 0	17	4	225	-165	36.89	30	30	70
Tower 0	17	5	225	-135	36.89	30	30	70
Tower 0	17	6	225	-105	36.89	30	30	70
Tower 0	17	7	225	-75	36.89	30	30	70
Tower 0	17	8	225	-45	36.89	30	30	70
Tower 0	17	9	225	-15	36.89	30	30	70
Tower 0	17	10	225	15	36.89	30	30	70
Tower 0	17	11	225	45	36.89	30	30	70
Tower 0	17	12	225	75	36.89	30	30	70
Tower 0	17	13	225	105	36.89	30	30	70
Tower 0	17	14	225	135	36.89	30	30	70
Tower 0	17	15	225	165	36.89	30	30	70
Tower 0	17	16	225	195	36.89	30	30	70
Tower 0	17	17	225	225	36.89	30	30	70
Tower 0	17	18	225	255	36.89	30	30	70
Tower 0	17	19	225	285	36.89	30	30	70
Tower 0	18	0	255	-285	36.89	30	30	70
Tower 0	18	1	255	-255	36.89	30	30	70
Tower 0	18	2	255	-225	36.89	30	30	70
Tower 0	18	3	255	-195	36.89	30	30	70
Tower 0	18	4	255	-165	36.89	30	30	70
Tower 0	18	5	255	-135	36.89	30	30	70
Tower 0	18	6	255	-105	36.89	30	30	70
Tower 0	18	7	255	-75	36.89	30	30	70
Tower 0	18	8	255	-45	36.89	30	30	70
Tower 0	18	9	255	-15	36.89	30	30	70
Tower 0	18	10	255	15	36.89	30	30	70
Tower 0	18	11	255	45	36.89	30	30	70
Tower 0	18	12	255	75	36.89	30	30	70
Tower 0	18	13	255	105	36.89	30	30	70
Tower 0	18	14	255	135	36.89	30	30	70
Tower 0	18	15	255	165	36.89	30	30	70
Tower 0	18	16	255	195	36.89	30	30	70
Tower 0	18	17	255	225	36.89	30	30	70
Tower 0	18	18	255	255	36.89	30	30	70
Tower 0	18	19	255	285	36.89	30	30	70
Tower 0	19	0	285	-285	36.89	30	30	70
Tower 0	19	1	285	-255	36.89	30	30	70
Tower 0	19	2	285	-225	36.89	30	30	70
Tower 0	19	3	285	-195	36.89	30	30	70
Tower 0	19	4	285	-165	36.89	30	30	70
Tower 0	19	5	285	-135	36.89	30	30	70
Tower 0	19	6	285	-105	36.89	30	30	70
Tower 0	19	7	285	-75	36.89	30	30	70
Tower 0	19	8	285	-45	36.89	30	30	70
Tower 0	19	9	285	-15	36.89	30	30	70
Tower 0	19	10	285	15	36.89	30	30	70
Tower 0	19	11	285	45	36.89	30	30	70
Tower 0	19	12	285	75	36.89	30	30	70
Tower 0	19	13	285	105	36.89	30	30	70
Tower 0	19	14	285	135	36.89	30	30	70
Tower 0	19	15	285	165	36.89	30	30	70
Tower 0	19	16	285	195	36.89	30	30	70
Tower 0	19	17	285	225	36.89	30	30	70
Tower 0	19	18	285	255	36.89	30	30	70
Tower 0	19	19	285	285	36.89	30	30	70
